capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
Matrices Simétricas,Diagonalización ortogonal,medio,"Sea $A = \begin{pmatrix} 6 & -2 & -1 \\ -2 & 6 & -1 \\ -1 & -1 & 5 \end{pmatrix}$ con valores propios $8, 6, 3$. Para $\lambda = 8$, el vector propio es $v_1 = \begin{pmatrix} -1 \\ 1 \\ 0 \end{pmatrix}$. ¿Cuál es el vector propio unitario $u_1$?",$\frac{1}{\sqrt{3}}\begin{pmatrix} -1 \\ 1 \\ 0 \end{pmatrix}$,$\begin{pmatrix} -1 \\ 1 \\ 0 \end{pmatrix}$,$\frac{1}{2}\begin{pmatrix} -1 \\ 1 \\ 0 \end{pmatrix}$,$\frac{1}{\sqrt{2}}\begin{pmatrix} -1 \\ 1 \\ 0 \end{pmatrix}$,D,"Se normaliza: $\lVert v_1 \rVert = \sqrt{1 + 1 + 0} = \sqrt{2}$, luego $u_1 = \frac{1}{\sqrt{2}}\begin{pmatrix} -1 \\ 1 \\ 0 \end{pmatrix}$."
Matrices Simétricas,Diagonalización ortogonal,dificil,"Sea $A = \begin{pmatrix} 3 & -2 & 4 \\ -2 & 6 & 2 \\ 4 & 2 & 3 \end{pmatrix}$ con valores propios $\lambda = 7$ (doble) y $\lambda = -2$. Se tienen $v_1 = \begin{pmatrix} 1 \\ 0 \\ 1 \end{pmatrix}$ y $v_2 = \begin{pmatrix} -1/2 \\ 1 \\ 0 \end{pmatrix}$ para $\lambda = 7$. Al aplicar Gram-Schmidt, ¿cuál es el vector $z_2 = v_2 - \text{proy}_{v_1}(v_2)$?",$\begin{pmatrix} -1/4 \\ 1 \\ 1/4 \end{pmatrix}$,$\begin{pmatrix} -1/2 \\ 1 \\ 1/2 \end{pmatrix}$,$\begin{pmatrix} 0 \\ 1 \\ -1/2 \end{pmatrix}$,$\begin{pmatrix} -1 \\ 1 \\ 0 \end{pmatrix}$,A,Se calcula $\text{proy}_{v_1}(v_2) = \frac{v_2 \cdot v_1}{v_1 \cdot v_1} v_1 = \frac{-1/2}{2}\begin{pmatrix} 1 \\ 0 \\ 1 \end{pmatrix} = \begin{pmatrix} -1/4 \\ 0 \\ -1/4 \end{pmatrix}$. Luego $z_2 = v_2 - \text{proy}_{v_1}(v_2) = \begin{pmatrix} -1/4 \\ 1 \\ 1/4 \end{pmatrix}$.
Matrices Simétricas,Diagonalización ortogonal,dificil,"Sea $A$ una matriz simétrica de $3 \times 3$ con descomposición espectral $A = 8u_1 u_1^T + 3u_2 u_2^T$, donde $u_1$ y $u_2$ son vectores propios unitarios. ¿Cuánto vale el tercer valor propio $\lambda_3$?",$5$,$0$,$11$,$-5$,B,"Si la descomposición solo tiene dos términos para una matriz $3 \times 3$, el tercer valor propio es $\lambda_3 = 0$, ya que el término $0 \cdot u_3 u_3^T$ no aparece en la suma."
Matrices Simétricas,Diagonalización ortogonal,dificil,Sea $A = PDP^T$ con $D = \begin{pmatrix} 7 & 0 & 0 \\ 0 & 7 & 0 \\ 0 & 0 & -2 \end{pmatrix}$ y $P = \begin{pmatrix} 1/\sqrt{2} & -1/\sqrt{18} & -2/3 \\ 0 & 4/\sqrt{18} & -1/3 \\ 1/\sqrt{2} & 1/\sqrt{18} & 2/3 \end{pmatrix}$. ¿Cuánto vale $A^2$?,$PD^2P^T$ donde $D^2 = \begin{pmatrix} 49 & 0 & 0 \\ 0 & 49 & 0 \\ 0 & 0 & 4 \end{pmatrix}$,$P^2 D^2 (P^T)^2$,$2PDP^T$,$P D P^T P D P^T$ que no se puede simplificar,A,"Como $A = PDP^T$, se tiene $A^2 = PDP^T PDP^T = PD^2P^T$, ya que $P^TP = I$. Luego $D^2$ tiene los cuadrados de cada valor propio en la diagonal."
Matrices Simétricas,Diagonalización ortogonal,dificil,"Sea $A = \begin{pmatrix} 7 & 2 \\ 2 & 4 \end{pmatrix}$ con $u_1 = \begin{pmatrix} 2/\sqrt{5} \\ 1/\sqrt{5} \end{pmatrix}$ y $u_2 = \begin{pmatrix} -1/\sqrt{5} \\ 2/\sqrt{5} \end{pmatrix}$. Si $\lambda_1 = 8$ y $\lambda_2 = 3$, ¿cuánto vale $u_1 u_1^T$?",$\begin{pmatrix} 4/5 & 2/5 \\ 2/5 & 1/5 \end{pmatrix}$,$\begin{pmatrix} 2/5 & 4/5 \\ 1/5 & 2/5 \end{pmatrix}$,$\begin{pmatrix} 1/5 & -2/5 \\ -2/5 & 4/5 \end{pmatrix}$,$\begin{pmatrix} 4/5 & -2/5 \\ -2/5 & 1/5 \end{pmatrix}$,A,$u_1 u_1^T = \begin{pmatrix} 2/\sqrt{5} \\ 1/\sqrt{5} \end{pmatrix}\begin{pmatrix} 2/\sqrt{5} & 1/\sqrt{5} \end{pmatrix} = \begin{pmatrix} 4/5 & 2/5 \\ 2/5 & 1/5 \end{pmatrix}$.
Matrices Simétricas,Diagonalización ortogonal,dificil,Sea $A = 8u_1u_1^T + 3u_2u_2^T$ la descomposición espectral de $A = \begin{pmatrix} 7 & 2 \\ 2 & 4 \end{pmatrix}$. ¿Cuánto vale $8u_1u_1^T + 3u_2u_2^T$ verificando que se obtiene $A$?,$\begin{pmatrix} 7 & 2 \\ 2 & 4 \end{pmatrix}$,$\begin{pmatrix} 8 & 3 \\ 3 & 8 \end{pmatrix}$,$\begin{pmatrix} 32/5 & 10/5 \\ 10/5 & 20/5 \end{pmatrix}$,$\begin{pmatrix} 11 & 0 \\ 0 & 11 \end{pmatrix}$,A,$8 \cdot \begin{pmatrix} 4/5 & 2/5 \\ 2/5 & 1/5 \end{pmatrix} + 3 \cdot \begin{pmatrix} 1/5 & -2/5 \\ -2/5 & 4/5 \end{pmatrix} = \begin{pmatrix} 32/5 + 3/5 & 16/5 - 6/5 \\ 16/5 - 6/5 & 8/5 + 12/5 \end{pmatrix} = \begin{pmatrix} 7 & 2 \\ 2 & 4 \end{pmatrix}$.
Matrices Simétricas,Diagonalización ortogonal,dificil,"Sea $A$ una matriz simétrica de $3 \times 3$ con valores propios $\lambda_1 = 5$, $\lambda_2 = 5$ y $\lambda_3 = -1$. ¿Cuál de las siguientes afirmaciones es VERDADERA?",$A$ no es diagonalizable ortogonalmente porque $\lambda_1 = \lambda_2$,El espacio propio de $\lambda = 5$ tiene dimensión 1,El espacio propio de $\lambda = 5$ tiene dimensión 2,$A$ tiene rango 1,C,"Por el teorema espectral, para matrices simétricas la dimensión del espacio propio (multiplicidad geométrica) es igual a la multiplicidad algebraica. Como $\lambda = 5$ tiene multiplicidad 2, su espacio propio tiene dimensión 2."
Matrices Simétricas,Formas cuadráticas,facil,Sea $A = \begin{pmatrix} 4 & 0 \\ 0 & 3 \end{pmatrix}$ y $x = \begin{pmatrix} x_1 \\ x_2 \end{pmatrix}$. ¿Cuánto vale la forma cuadrática $Q(x) = x^T A x$?,$4x_1^2 + 3x_2^2$,$4x_1 + 3x_2$,$7x_1^2$,$12x_1 x_2$,A,$x^TAx = \begin{pmatrix} x_1 & x_2 \end{pmatrix}\begin{pmatrix} 4 & 0 \\ 0 & 3 \end{pmatrix}\begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = 4x_1^2 + 3x_2^2$.
Matrices Simétricas,Formas cuadráticas,facil,¿Cuál es la forma general de una forma cuadrática $Q(x)$?,$Q(x) = x^T A x$,$Q(x) = Ax + b$,$Q(x) = \det(A)$,$Q(x) = A^T x$,A,"Una forma cuadrática se define como $Q(x) = x^T A x$, donde $A$ es una matriz simétrica."
Matrices Simétricas,Formas cuadráticas,facil,Sea $A = \begin{pmatrix} 3 & -2 \\ -2 & 7 \end{pmatrix}$. ¿Cuánto vale $x^TAx$ para $x = \begin{pmatrix} x_1 \\ x_2 \end{pmatrix}$?,$3x_1^2 + 7x_2^2$,$3x_1^2 + 2x_1x_2 + 7x_2^2$,$3x_1^2 - 2x_1x_2 + 7x_2^2$,$3x_1^2 - 4x_1x_2 + 7x_2^2$,D,$x^TAx = 3x_1^2 + (-2)x_1x_2 + (-2)x_2x_1 + 7x_2^2 = 3x_1^2 - 4x_1x_2 + 7x_2^2$. Los términos cruzados se suman: $-2 + (-2) = -4$.
Matrices Simétricas,Formas cuadráticas,facil,Una forma cuadrática $Q(x) = x^TAx$ es positiva definida si:,$Q(x) > 0$ para toda $x \neq 0$,$Q(x) \geq 0$ para toda $x$,$Q(x) > 0$ solo para $x = 0$,$\det(A) > 0$,A,"Por definición, una forma cuadrática es positiva definida si $Q(x) > 0$ para todo vector $x \neq 0$."
Matrices Simétricas,Formas cuadráticas,facil,"Si todos los valores propios de la matriz simétrica $A$ son negativos, entonces la forma cuadrática $Q(x) = x^TAx$ es:",Positiva definida,Indefinida,Semidefinida positiva,Negativa definida,D,"Por el teorema de clasificación, si todos los valores propios de $A$ son negativos, la forma cuadrática es negativa definida."
Matrices Simétricas,Formas cuadráticas,facil,¿Cuál es la matriz de la forma cuadrática $Q(x) = x^Tx = \lVert x \rVert^2$?,La matriz nula,La matriz identidad $I$,Una matriz diagonal con $-1$ en la diagonal,No tiene matriz asociada,B,"La forma cuadrática $Q(x) = x^Tx$ corresponde a $A = I$ (la identidad), ya que $x^TIx = x^Tx$."
Matrices Simétricas,Formas cuadráticas,medio,Sea $Q(x) = 5x_1^2 + 3x_2^2 + 2x_3^2 - x_1x_2 + 8x_2x_3$. ¿Cuál es la matriz simétrica $A$ de esta forma cuadrática?,$\begin{pmatrix} 5 & -1 & 0 \\ -1 & 3 & 8 \\ 0 & 8 & 2 \end{pmatrix}$,$\begin{pmatrix} 5 & 0 & -1/2 \\ 0 & 3 & 4 \\ -1/2 & 4 & 2 \end{pmatrix}$,$\begin{pmatrix} 5 & -1/2 & 0 \\ 0 & 3 & 8 \\ 0 & 0 & 2 \end{pmatrix}$,$\begin{pmatrix} 5 & -1/2 & 0 \\ -1/2 & 3 & 4 \\ 0 & 4 & 2 \end{pmatrix}$,D,Los coeficientes de $x_i^2$ van en la diagonal. Los coeficientes de productos cruzados $x_ix_j$ se dividen en partes iguales entre $a_{ij}$ y $a_{ji}$: $-1/2$ para $x_1x_2$ y $4$ para $x_2x_3$.
Matrices Simétricas,Formas cuadráticas,medio,"Sea $Q(x) = x_1^2 - 8x_1x_2 - 5x_2^2$. Calcule $Q(-3, 1)$.",$18$,$-14$,$34$,$28$,D,"$Q(-3,1) = (-3)^2 - 8(-3)(1) - 5(1)^2 = 9 + 24 - 5 = 28$."
Matrices Simétricas,Formas cuadráticas,medio,"Sea $Q(x) = x_1^2 - 8x_1x_2 - 5x_2^2$. Calcule $Q(2, -2)$.",$36$,$16$,$-16$,$24$,B,"$Q(2,-2) = (2)^2 - 8(2)(-2) - 5(-2)^2 = 4 + 32 - 20 = 16$."
Matrices Simétricas,Formas cuadráticas,medio,"Si se realiza un cambio de variable $x = Py$ en una forma cuadrática $x^TAx$, la nueva forma cuadrática se expresa como:",$y^T P A P^T y$,$y^T P^T A P y$,$y^T A y$,$y^T P^2 A y$,B,Sustituyendo $x = Py$: $x^TAx = (Py)^TA(Py) = y^TP^TAPy$. La nueva matriz es $P^TAP$.
Matrices Simétricas,Formas cuadráticas,medio,"Sea la forma cuadrática $Q(x) = x_1^2 - 8x_1x_2 - 5x_2^2$ con matriz $A = \begin{pmatrix} 1 & -4 \\ -4 & -5 \end{pmatrix}$. Si los valores propios de $A$ son $\lambda = 3$ y $\lambda = -7$, tras el cambio de variable $x = Py$, la forma cuadrática queda:",$3y_1^2 + 7y_2^2$,$-3y_1^2 + 7y_2^2$,$3y_1^2 - 7y_2^2$,$10y_1^2$,C,"Con el cambio de variable ortogonal, $x^TAx = y^TDy = 3y_1^2 - 7y_2^2$, eliminando los productos cruzados."
Matrices Simétricas,Formas cuadráticas,medio,Una forma cuadrática $Q(x) = x^TAx$ es indefinida si y solo si:,Todos los valores propios de $A$ son cero,Todos los valores propios de $A$ son positivos,$A$ tiene valores propios positivos y negativos,$A$ no es invertible,C,"Una forma cuadrática es indefinida cuando $A$ tiene tanto valores propios positivos como negativos, lo que permite que $Q(x)$ tome valores positivos y negativos."
Matrices Simétricas,Formas cuadráticas,medio,"Cuando la matriz $A$ de una forma cuadrática $Q(x) = x^TAx$ es diagonal, ¿qué se puede decir sobre la forma cuadrática?",Siempre es positiva definida,No tiene productos cruzados,Es siempre cero,Es indefinida,B,"Si $A$ es diagonal, entonces $Q(x)$ solo tiene términos de la forma $a_{ii}x_i^2$, sin productos cruzados $x_ix_j$."
Matrices Simétricas,Formas cuadráticas,medio,¿Cuál es el propósito del teorema de los ejes principales en el contexto de formas cuadráticas?,Calcular el determinante de $A$,Encontrar la inversa de $A$,Eliminar los productos cruzados mediante un cambio de variable ortogonal,Determinar si $A$ es invertible,C,"El teorema de los ejes principales garantiza que existe un cambio de variable ortogonal $x = Py$ que transforma $x^TAx$ en $y^TDy$, eliminando los productos cruzados."
Matrices Simétricas,Formas cuadráticas,dificil,"Sea $Q(x) = 3x_1^2 + 2x_2^2 + x_3^2 + 4x_1x_2 + 4x_2x_3$. La matriz asociada es $A = \begin{pmatrix} 3 & 2 & 0 \\ 2 & 2 & 2 \\ 0 & 2 & 1 \end{pmatrix}$ con valores propios $5, 2, -1$. ¿Qué tipo de forma cuadrática es $Q$?",Positiva definida,Negativa definida,Indefinida,Semidefinida positiva,C,"Como $A$ tiene valores propios positivos ($5, 2$) y un valor propio negativo ($-1$), la forma cuadrática es indefinida."
Matrices Simétricas,Formas cuadráticas,dificil,"Sea $5x_1^2 - 4x_1x_2 + 5x_2^2 = 48$ la ecuación de una elipse. Si la matriz asociada tiene valores propios $\lambda = 3$ y $\lambda = 7$, tras el cambio de variable $x = Py$, la ecuación queda:",$3y_1^2 + 7y_2^2 = 48$,$5y_1^2 + 5y_2^2 = 48$,$7y_1^2 + 3y_2^2 = 48$,$10y_1^2 = 48$,A,"El cambio de variable ortogonal elimina el producto cruzado y la ecuación se transforma en $y^TDy = 3y_1^2 + 7y_2^2 = 48$, que es una elipse en posición estándar."
Matrices Simétricas,Formas cuadráticas,dificil,Sea $A = \begin{pmatrix} 5 & -2 \\ -2 & 5 \end{pmatrix}$ la matriz de una forma cuadrática. Los vectores propios unitarios son $u_1 = \begin{pmatrix} 1/\sqrt{2} \\ 1/\sqrt{2} \end{pmatrix}$ y $u_2 = \begin{pmatrix} -1/\sqrt{2} \\ 1/\sqrt{2} \end{pmatrix}$. ¿Cuál es la matriz de cambio de variable $P$?,$\begin{pmatrix} 1/\sqrt{2} & 1/\sqrt{2} \\ -1/\sqrt{2} & 1/\sqrt{2} \end{pmatrix}$,$\begin{pmatrix} 1/\sqrt{2} & -1/\sqrt{2} \\ 1/\sqrt{2} & 1/\sqrt{2} \end{pmatrix}$,$\begin{pmatrix} 1 & -1 \\ 1 & 1 \end{pmatrix}$,$\begin{pmatrix} 3 & 0 \\ 0 & 7 \end{pmatrix}$,B,La matriz $P$ se forma colocando los vectores propios unitarios como columnas: $P = [u_1 \; u_2] = \begin{pmatrix} 1/\sqrt{2} & -1/\sqrt{2} \\ 1/\sqrt{2} & 1/\sqrt{2} \end{pmatrix}$.
Matrices Simétricas,Formas cuadráticas,dificil,"Sea $Q(x) = x_1^2 - 8x_1x_2 - 5x_2^2$. ¿Cuánto vale $Q(1, -3)$?",$-20$,$-44$,$30$,$-21$,A,"$Q(1,-3) = (1)^2 - 8(1)(-3) - 5(-3)^2 = 1 + 24 - 45 = -20$."
Matrices Simétricas,Formas cuadráticas,dificil,Sea $A$ una matriz simétrica de $2 \times 2$ con valores propios $\lambda_1 = 4$ y $\lambda_2 = -3$. El conjunto $\{x \in \mathbb{R}^2 : x^TAx = 1\}$ corresponde geométricamente a:,Una elipse,Una circunferencia,Una hipérbola,Una parábola,C,"Tras el cambio de variable, la ecuación queda $4y_1^2 - 3y_2^2 = 1$. Como los valores propios tienen signos opuestos, la gráfica es una hipérbola."
Matrices Simétricas,Formas cuadráticas,dificil,"Sea $A$ simétrica de $3 \times 3$ con valores propios $2, 5, 8$. ¿Cuál de las siguientes afirmaciones es CORRECTA sobre $Q(x) = x^TAx$?",$Q$ es indefinida porque los valores propios no son iguales,$Q$ es negativa definida,$Q(x) = 0$ tiene infinitas soluciones no triviales,$Q$ es positiva definida,D,"Como todos los valores propios ($2, 5, 8$) son positivos, la forma cuadrática $Q(x) = x^TAx$ es positiva definida."
Matrices Simétricas,Descomposición en valores singulares,facil,La descomposición en valores singulares (SVD) de una matriz $A$ se escribe como:,$A = U \Sigma V^T$,$A = PDP^T$,$A = LU$,$A = QR$,A,"La SVD factoriza cualquier matriz $A$ como $A = U\Sigma V^T$, donde $U$ y $V$ son ortogonales y $\Sigma$ es diagonal con los valores singulares."
Matrices Simétricas,Descomposición en valores singulares,facil,Los valores singulares de una matriz $A$ son:,Las raíces cuadradas de los valores propios de $A^TA$,Los valores propios de $A$,Los valores propios de $A + A^T$,Las raíces cuadradas de los valores propios de $A$,A,"Los valores singulares de $A$ se definen como $\sigma_i = \sqrt{\lambda_i}$, donde $\lambda_i$ son los valores propios de $A^TA$."
Matrices Simétricas,Descomposición en valores singulares,facil,¿A qué tipo de matrices se puede aplicar la descomposición en valores singulares?,Solo a matrices cuadradas,Solo a matrices simétricas,Solo a matrices invertibles,A cualquier matriz de $m \times n$,D,"A diferencia de la diagonalización, la SVD se puede aplicar a cualquier matriz de tamaño $m \times n$, sea cuadrada o rectangular."
Matrices Simétricas,Descomposición en valores singulares,facil,"En la SVD $A = U\Sigma V^T$, ¿qué tipo de matriz es $\Sigma$?",Ortogonal,Diagonal rectangular con valores singulares no negativos,Simétrica,Triangular inferior,B,$\Sigma$ es una matriz diagonal rectangular de $m \times n$ cuyos elementos diagonales son los valores singulares $\sigma_1 \geq \sigma_2 \geq \cdots \geq 0$.
Matrices Simétricas,Descomposición en valores singulares,facil,"Si los valores propios de $A^TA$ son $\lambda_1 = 18$ y $\lambda_2 = 0$, ¿cuáles son los valores singulares de $A$?",$\sigma_1 = 18$ y $\sigma_2 = 0$,$\sigma_1 = \sqrt{18}$ y $\sigma_2 = \sqrt{18}$,$\sigma_1 = 9$ y $\sigma_2 = 0$,$\sigma_1 = 3\sqrt{2}$ y $\sigma_2 = 0$,D,$\sigma_1 = \sqrt{18} = 3\sqrt{2}$ y $\sigma_2 = \sqrt{0} = 0$.
Matrices Simétricas,Descomposición en valores singulares,facil,"En la SVD $A = U\Sigma V^T$, las columnas de $V$ son:",Los vectores propios unitarios de $AA^T$,Las columnas de $A$,Los valores singulares de $A$,Los vectores propios unitarios de $A^TA$,D,Las columnas de $V$ (vectores singulares derechos) son los vectores propios unitarios de $A^TA$.
Matrices Simétricas,Descomposición en valores singulares,medio,"Sea $A = \begin{pmatrix} 4 & 11 & 14 \\ 8 & 7 & -2 \end{pmatrix}$. Si los valores propios de $A^TA$ son $360$, $90$ y $0$, ¿cuáles son los valores singulares de $A$?","$\sigma_1 = 6\sqrt{10}$, $\sigma_2 = 3\sqrt{10}$, $\sigma_3 = 0$","$\sigma_1 = 360$, $\sigma_2 = 90$, $\sigma_3 = 0$","$\sigma_1 = 18$, $\sigma_2 = 9$, $\sigma_3 = 0$","$\sigma_1 = 6\sqrt{10}$, $\sigma_2 = 9\sqrt{10}$, $\sigma_3 = 0$",A,"$\sigma_1 = \sqrt{360} = 6\sqrt{10}$, $\sigma_2 = \sqrt{90} = 3\sqrt{10}$, $\sigma_3 = \sqrt{0} = 0$."
Matrices Simétricas,Descomposición en valores singulares,medio,"Si $A$ es una matriz de $2 \times 3$ con valores singulares $\sigma_1 = 6\sqrt{10}$ y $\sigma_2 = 3\sqrt{10}$, ¿cuál es el tamaño de la matriz $\Sigma$?",$3 \times 3$,$2 \times 2$,$2 \times 3$,$3 \times 2$,C,"La matriz $\Sigma$ tiene el mismo tamaño que $A$. Si $A$ es $2 \times 3$, entonces $\Sigma$ es $2 \times 3$."
Matrices Simétricas,Descomposición en valores singulares,medio,Sea $A$ una matriz de $m \times n$ con $r$ valores singulares no nulos. ¿Cuál es el rango de $A$?,$m$,$n$,$r$,$m + n$,C,"El rango de $A$ es igual al número de valores singulares diferentes de cero, es decir, $\text{rango}(A) = r$."
Matrices Simétricas,Descomposición en valores singulares,medio,"Para construir la matriz $U$ en la SVD, se calcula $u_i = \frac{1}{\sigma_i}Av_i$ para cada valor singular $\sigma_i \neq 0$. ¿Qué se hace si se necesitan más columnas de $U$?",Se ponen columnas de ceros,No se necesitan más columnas,Se repiten las columnas existentes,Se completa con una base ortonormal del espacio nulo de $A^T$,D,"Si $U$ necesita más columnas (cuando $m > r$), se completa la base ortonormal de $\mathbb{R}^m$ usando vectores del espacio nulo de $A^T$, por ejemplo via Gram-Schmidt."
Matrices Simétricas,Descomposición en valores singulares,medio,"Sea $A = \begin{pmatrix} 1 & -1 \\ -2 & 2 \\ 2 & -2 \end{pmatrix}$. Si $A^TA = \begin{pmatrix} 9 & -9 \\ -9 & 9 \end{pmatrix}$, ¿cuáles son los valores propios de $A^TA$?",$9$ y $9$,$0$ y $18$,$18$ y $0$,$3$ y $-3$,C,"La ecuación característica da $\lambda^2 - 18\lambda = 0$, es decir $\lambda(\lambda - 18) = 0$. Los valores propios son $\lambda_1 = 18$ y $\lambda_2 = 0$."
Matrices Simétricas,Descomposición en valores singulares,medio,"Sea $A$ de $2 \times 3$. En la SVD $A = U\Sigma V^T$, ¿cuáles son las dimensiones de $U$ y $V$?",$U$ es $2 \times 2$ y $V$ es $3 \times 3$,$U$ es $3 \times 3$ y $V$ es $2 \times 2$,$U$ es $2 \times 3$ y $V$ es $3 \times 2$,$U$ y $V$ son ambas $3 \times 3$,A,"Para $A$ de $m \times n$, $U$ es $m \times m$ y $V$ es $n \times n$. Con $m=2$ y $n=3$: $U$ es $2 \times 2$ y $V$ es $3 \times 3$."
